"W.L" "Date" "PF" "Opponent" "PA" "Bowl" "Other" "Month" "Day" "Year" "Team" "offName"
"W" "01-01-1943" 14 "Georgia Tech" 7 "Cotton Bowl" 1 1 1 1943 "Texas" "The University of Texas at Austin"
"T" "01-01-1944" 7 "Randolph Field (TX)" 7 "Cotton Bowl" 1 1 1 1944 "Texas" "The University of Texas at Austin"
"W" "01-01-1946" 40 "Missouri" 27 "Cotton Bowl" 1 1 1 1946 "Texas" "The University of Texas at Austin"
"W" "01-01-1948" 27 "Alabama" 7 "Sugar Bowl" 1 1 1 1948 "Texas" "The University of Texas at Austin"
"W" "01-01-1949" 41 "Georgia" 28 "Orange Bowl" 1 1 1 1949 "Texas" "The University of Texas at Austin"
"L" "01-01-1951" 14 "Tennessee" 20 "Cotton Bowl" 1 1 1 1951 "Texas" "The University of Texas at Austin"
"W" "01-01-1953" 16 "Tennessee" 0 "Cotton Bowl" 1 1 1 1953 "Texas" "The University of Texas at Austin"
"L" "01-01-1958" 7 "Mississippi" 39 "Sugar Bowl" 1 1 1 1958 "Texas" "The University of Texas at Austin"
"L" "01-01-1960" 14 "Syracuse (NY)" 23 "Cotton Bowl" 1 1 1 1960 "Texas" "The University of Texas at Austin"
"T" "12-17-1960" 3 "Alabama" 3 "Bluebonnet Bowl" 1 12 17 1960 "Texas" "The University of Texas at Austin"
"W" "01-01-1962" 12 "Mississippi" 7 "Cotton Bowl" 1 1 1 1962 "Texas" "The University of Texas at Austin"
"L" "01-01-1963" 0 "Louisiana St." 13 "Cotton Bowl" 1 1 1 1963 "Texas" "The University of Texas at Austin"
"W" "01-01-1964" 28 "Navy (MD)" 6 "Cotton Bowl" 1 1 1 1964 "Texas" "The University of Texas at Austin"
"W" "01-01-1965" 21 "Alabama" 17 "Orange Bowl" 1 1 1 1965 "Texas" "The University of Texas at Austin"
"W" "12-17-1966" 19 "Mississippi" 0 "Bluebonnet Bowl" 1 12 17 1966 "Texas" "The University of Texas at Austin"
"W" "01-01-1969" 36 "Tennessee" 13 "Cotton Bowl" 1 1 1 1969 "Texas" "The University of Texas at Austin"
"W" "01-01-1970" 21 "Notre Dame (IN)" 17 "Cotton Bowl" 1 1 1 1970 "Texas" "The University of Texas at Austin"
"L" "01-01-1971" 11 "Notre Dame (IN)" 24 "Cotton Bowl" 1 1 1 1971 "Texas" "The University of Texas at Austin"
"L" "01-01-1972" 6 "Penn St." 30 "Cotton Bowl" 1 1 1 1972 "Texas" "The University of Texas at Austin"
"W" "01-01-1973" 17 "Alabama" 13 "Cotton Bowl" 1 1 1 1973 "Texas" "The University of Texas at Austin"
"L" "01-01-1974" 3 "Nebraska" 19 "Cotton Bowl" 1 1 1 1974 "Texas" "The University of Texas at Austin"
"L" "12-30-1974" 3 "Auburn (AL)" 27 "Gator Bowl" 1 12 30 1974 "Texas" "The University of Texas at Austin"
"W" "12-27-1975" 38 "Colorado" 21 "Bluebonnet Bowl" 1 12 27 1975 "Texas" "The University of Texas at Austin"
"L" "01-02-1978" 10 "Notre Dame (IN)" 38 "Cotton Bowl" 1 1 2 1978 "Texas" "The University of Texas at Austin"
"W" "12-23-1978" 42 "Maryland" 0 "Sun Bowl" 1 12 23 1978 "Texas" "The University of Texas at Austin"
"L" "12-22-1979" 7 "Washington" 14 "Sun Bowl" 1 12 22 1979 "Texas" "The University of Texas at Austin"
"L" "12-31-1980" 7 "North Carolina" 16 "Bluebonnet Bowl" 1 12 31 1980 "Texas" "The University of Texas at Austin"
"W" "01-01-1982" 14 "Alabama" 12 "Cotton Bowl" 1 1 1 1982 "Texas" "The University of Texas at Austin"
"L" "12-25-1982" 10 "North Carolina" 26 "Sun Bowl" 1 12 25 1982 "Texas" "The University of Texas at Austin"
"L" "01-02-1984" 9 "Georgia" 10 "Cotton Bowl" 1 1 2 1984 "Texas" "The University of Texas at Austin"
"L" "12-26-1984" 17 "Iowa" 55 "Freedom Bowl" 1 12 26 1984 "Texas" "The University of Texas at Austin"
"L" "12-31-1985" 16 "Air Force (CO)" 24 "Bluebonnet Bowl" 1 12 31 1985 "Texas" "The University of Texas at Austin"
"W" "12-31-1987" 32 "Pittsburgh (PA)" 27 "Bluebonnet Bowl" 1 12 31 1987 "Texas" "The University of Texas at Austin"
"L" "01-01-1991" 3 "Miami (FL)" 46 "Cotton Bowl" 1 1 1 1991 "Texas" "The University of Texas at Austin"
"W" "12-30-1994" 35 "North Carolina" 31 "Sun Bowl" 1 12 30 1994 "Texas" "The University of Texas at Austin"
"L" "12-31-1995" 10 "Virginia Tech" 28 "Sugar Bowl" 1 12 31 1995 "Texas" "The University of Texas at Austin"
"L" "01-01-1997" 15 "Penn St." 38 "Fiesta Bowl" 1 1 1 1997 "Texas" "The University of Texas at Austin"
"W" "01-01-1999" 38 "Mississippi St." 11 "Cotton Bowl" 1 1 1 1999 "Texas" "The University of Texas at Austin"
"L" "01-01-2000" 6 "Arkansas" 27 "Cotton Bowl" 1 1 1 2000 "Texas" "The University of Texas at Austin"
"L" "12-29-2000" 30 "Oregon" 35 "Holiday Bowl (1)" 1 12 29 2000 "Texas" "The University of Texas at Austin"
"W" "12-28-2001" 47 "Washington" 43 "Holiday Bowl (1)" 1 12 28 2001 "Texas" "The University of Texas at Austin"
"W" "01-01-2003" 35 "Louisiana St." 20 "Cotton Bowl" 1 1 1 2003 "Texas" "The University of Texas at Austin"
"L" "12-30-2003" 20 "Washington St." 28 "Holiday Bowl (1)" 1 12 30 2003 "Texas" "The University of Texas at Austin"
"W" "01-01-2005" 38 "Michigan" 37 "Rose Bowl" 1 1 1 2005 "Texas" "The University of Texas at Austin"
"W" "01-04-2006" 41 "Southern California" 38 "Rose Bowl" 1 1 4 2006 "Texas" "The University of Texas at Austin"
"W" "12-30-2006" 26 "Iowa" 24 "Alamo Bowl" 1 12 30 2006 "Texas" "The University of Texas at Austin"
"W" "12-27-2007" 52 "Arizona St." 34 "Holiday Bowl (1)" 1 12 27 2007 "Texas" "The University of Texas at Austin"
"W" "01-05-2009" 24 "Ohio St." 21 "Fiesta Bowl" 1 1 5 2009 "Texas" "The University of Texas at Austin"
"L" "01-07-2010" 21 "Alabama" 37 "BCS Championship Game" 1 1 7 2010 "Texas" "The University of Texas at Austin"
"W" "12-28-2011" 21 "California" 10 "Holiday Bowl" 1 12 28 2011 "Texas" "The University of Texas at Austin"
"W" "01-02-1922" 22 "Centre (KY)" 14 "Dixie Classic" 1 1 2 1922 "Texas A&M" "Texas A&M University"
"W" "01-01-1940" 14 "Tulane (LA)" 13 "Sugar Bowl" 1 1 1 1940 "Texas A&M" "Texas A&M University"
"W" "01-01-1941" 13 "Fordham (NY)" 12 "Cotton Bowl" 1 1 1 1941 "Texas A&M" "Texas A&M University"
"L" "01-01-1942" 21 "Alabama" 29 "Cotton Bowl" 1 1 1 1942 "Texas A&M" "Texas A&M University"
"L" "01-01-1944" 14 "Louisiana St." 19 "Orange Bowl" 1 1 1 1944 "Texas A&M" "Texas A&M University"
"W" "12-09-1950" 40 "Georgia" 20 "Presidential Cup Bowl" 1 12 9 1950 "Texas A&M" "Texas A&M University"
"L" "12-28-1957" 0 "Tennessee" 3 "Gator Bowl" 1 12 28 1957 "Texas A&M" "Texas A&M University"
"W" "01-01-1968" 20 "Alabama" 16 "Cotton Bowl" 1 1 1 1968 "Texas A&M" "Texas A&M University"
"L" "12-22-1975" 0 "Southern California" 20 "Liberty Bowl" 1 12 22 1975 "Texas A&M" "Texas A&M University"
"W" "01-02-1977" 37 "Florida" 14 "Sun Bowl" 1 1 2 1977 "Texas A&M" "Texas A&M University"
"L" "12-31-1977" 28 "Southern California" 47 "Bluebonnet Bowl" 1 12 31 1977 "Texas A&M" "Texas A&M University"
"W" "12-20-1978" 28 "Iowa St." 12 "Hall of Fame Classic" 1 12 20 1978 "Texas A&M" "Texas A&M University"
"W" "12-12-1981" 33 "Oklahoma St." 16 "Independence Bowl" 1 12 12 1981 "Texas A&M" "Texas A&M University"
"W" "01-01-1986" 36 "Auburn (AL)" 16 "Cotton Bowl" 1 1 1 1986 "Texas A&M" "Texas A&M University"
"L" "01-01-1987" 12 "Ohio St." 28 "Cotton Bowl" 1 1 1 1987 "Texas A&M" "Texas A&M University"
"W" "01-01-1988" 35 "Notre Dame (IN)" 10 "Cotton Bowl" 1 1 1 1988 "Texas A&M" "Texas A&M University"
"L" "12-30-1989" 28 "Pittsburgh (PA)" 31 "Sun Bowl" 1 12 30 1989 "Texas A&M" "Texas A&M University"
"W" "12-29-1990" 65 "Brigham Young (UT)" 14 "Holiday Bowl (1)" 1 12 29 1990 "Texas A&M" "Texas A&M University"
"L" "01-01-1992" 2 "Florida St." 10 "Cotton Bowl" 1 1 1 1992 "Texas A&M" "Texas A&M University"
"L" "01-01-1993" 3 "Notre Dame (IN)" 28 "Cotton Bowl" 1 1 1 1993 "Texas A&M" "Texas A&M University"
"L" "01-01-1994" 21 "Notre Dame (IN)" 24 "Cotton Bowl" 1 1 1 1994 "Texas A&M" "Texas A&M University"
"W" "12-28-1995" 22 "Michigan" 20 "Alamo Bowl" 1 12 28 1995 "Texas A&M" "Texas A&M University"
"L" "01-01-1998" 23 "UCLA" 29 "Cotton Bowl" 1 1 1 1998 "Texas A&M" "Texas A&M University"
"L" "01-01-1999" 14 "Ohio St." 24 "Sugar Bowl" 1 1 1 1999 "Texas A&M" "Texas A&M University"
"L" "12-28-1999" 0 "Penn St." 24 "Alamo Bowl - Penn St. Vacated Game" 1 12 28 1999 "Texas A&M" "Texas A&M University"
"L" "12-31-2000" 41 "Mississippi St." 43 "Independence Bowl" 1 12 31 2000 "Texas A&M" "Texas A&M University"
"W" "12-28-2001" 28 "Texas Christian" 9 "Galleryfurniture.com Bowl" 1 12 28 2001 "Texas A&M" "Texas A&M University"
"L" "01-01-2005" 7 "Tennessee" 38 "Cotton Bowl" 1 1 1 2005 "Texas A&M" "Texas A&M University"
"L" "12-28-2006" 10 "California" 45 "Holiday Bowl (1)" 1 12 28 2006 "Texas A&M" "Texas A&M University"
"L" "12-29-2007" 17 "Penn St." 24 "Alamo Bowl - Penn St. Vacated Game" 1 12 29 2007 "Texas A&M" "Texas A&M University"
"L" "12-28-2009" 20 "Georgia" 44 "Independence Bowl" 1 12 28 2009 "Texas A&M" "Texas A&M University"
"L" "01-07-2011" 24 "Louisiana St." 41 "Cotton Bowl" 1 1 7 2011 "Texas A&M" "Texas A&M University"
"W" "12-31-2011" 33 "Northwestern (IL)" 22 "Texas Bowl" 1 12 31 2011 "Texas A&M" "Texas A&M University"
"L" "01-01-1921" 7 "Centre (KY)" 63 "Fort Worth Classic" 1 1 1 1921 "Texas Christian" "Texas Christian University"
"W" "01-01-1936" 3 "Louisiana St." 2 "Sugar Bowl" 1 1 1 1936 "Texas Christian" "Texas Christian University"
"W" "01-01-1937" 16 "Marquette (WI)" 6 "Cotton Bowl" 1 1 1 1937 "Texas Christian" "Texas Christian University"
"W" "01-02-1939" 15 "Carnegie Mellon (PA)" 7 "Sugar Bowl" 1 1 2 1939 "Texas Christian" "Texas Christian University"
"L" "01-01-1942" 26 "Georgia" 40 "Orange Bowl" 1 1 1 1942 "Texas Christian" "Texas Christian University"
"L" "01-01-1945" 0 "Oklahoma St." 34 "Cotton Bowl" 1 1 1 1945 "Texas Christian" "Texas Christian University"
"L" "01-01-1948" 9 "Mississippi" 13 "Delta Bowl" 1 1 1 1948 "Texas Christian" "Texas Christian University"
"L" "01-01-1952" 7 "Kentucky" 20 "Cotton Bowl" 1 1 1 1952 "Texas Christian" "Texas Christian University"
"L" "01-02-1956" 13 "Mississippi" 14 "Cotton Bowl" 1 1 2 1956 "Texas Christian" "Texas Christian University"
"W" "01-01-1957" 28 "Syracuse (NY)" 27 "Cotton Bowl" 1 1 1 1957 "Texas Christian" "Texas Christian University"
"T" "01-01-1959" 0 "Air Force (CO)" 0 "Cotton Bowl" 1 1 1 1959 "Texas Christian" "Texas Christian University"
"L" "12-19-1959" 7 "Clemson (SC)" 23 "Bluebonnet Bowl" 1 12 19 1959 "Texas Christian" "Texas Christian University"
"L" "12-31-1965" 12 "Texas-El Paso" 13 "Sun Bowl" 1 12 31 1965 "Texas Christian" "Texas Christian University"
"L" "12-31-1984" 14 "West Virginia" 31 "Bluebonnet Bowl" 1 12 31 1984 "Texas Christian" "Texas Christian University"
"L" "12-28-1994" 10 "Virginia" 20 "Independence Bowl" 1 12 28 1994 "Texas Christian" "Texas Christian University"
"W" "12-31-1998" 28 "Southern California" 19 "Sun Bowl" 1 12 31 1998 "Texas Christian" "Texas Christian University"
"W" "12-22-1999" 28 "East Carolina (NC)" 14 "Mobile Alabama Bowl" 1 12 22 1999 "Texas Christian" "Texas Christian University"
"L" "12-20-2000" 21 "Southern Mississippi" 28 "Mobile Alabama Bowl" 1 12 20 2000 "Texas Christian" "Texas Christian University"
"L" "12-28-2001" 9 "Texas A&M" 28 "Galleryfurniture.com Bowl" 1 12 28 2001 "Texas Christian" "Texas Christian University"
"W" "12-31-2002" 17 "Colorado St." 3 "Liberty Bowl" 1 12 31 2002 "Texas Christian" "Texas Christian University"
"L" "12-23-2003" 31 "Boise St. (ID)" 34 "Fort Worth Bowl" 1 12 23 2003 "Texas Christian" "Texas Christian University"
"W" "12-31-2005" 27 "Iowa St." 24 "Houston Bowl" 1 12 31 2005 "Texas Christian" "Texas Christian University"
"W" "12-19-2006" 37 "Northern Illinois" 7 "Poinsettia Bowl" 1 12 19 2006 "Texas Christian" "Texas Christian University"
"W" "12-28-2007" 20 "Houston (TX)" 13 "Texas Bowl" 1 12 28 2007 "Texas Christian" "Texas Christian University"
"W" "12-23-2008" 17 "Boise St. (ID)" 16 "Poinsettia Bowl" 1 12 23 2008 "Texas Christian" "Texas Christian University"
"L" "01-04-2010" 10 "Boise St. (ID)" 17 "Fiesta Bowl" 1 1 4 2010 "Texas Christian" "Texas Christian University"
"W" "01-01-2011" 21 "Wisconsin" 19 "Rose Bowl" 1 1 1 2011 "Texas Christian" "Texas Christian University"
"W" "12-21-2011" 31 "Louisiana Tech" 24 "Poinsettia Bowl" 1 12 21 2011 "Texas Christian" "Texas Christian University"
"W" "12-12-1981" 42 "North Dakota St." 13 "Palm Bowl - Division II Championship Game" 1 12 12 1981 "Texas St." "Texas State University-San Marcos"
"W" "12-11-1982" 34 "California-Davis" 9 "Palm Bowl - Division II Championship Game" 1 12 11 1982 "Texas St." "Texas State University-San Marcos"
"L" "01-01-1938" 6 "West Virginia" 7 "Sun Bowl" 0 1 1 1938 "Texas Tech" "Texas Tech University"
"L" "01-02-1939" 13 "Saint Mary's (CA)" 20 "Cotton Bowl" 0 1 2 1939 "Texas Tech" "Texas Tech University"
"L" "01-01-1942" 0 "Tulsa (OK)" 6 "Sun Bowl" 0 1 1 1942 "Texas Tech" "Texas Tech University"
"L" "01-01-1948" 12 "Miami (OH)" 13 "Sun Bowl" 0 1 1 1948 "Texas Tech" "Texas Tech University"
"L" "12-31-1949" 13 "San Jose St. (CA)" 20 "Raisin Bowl" 0 12 31 1949 "Texas Tech" "Texas Tech University"
"W" "01-01-1952" 25 "Pacific (CA)" 14 "Sun Bowl" 0 1 1 1952 "Texas Tech" "Texas Tech University"
"W" "01-01-1954" 35 "Auburn (AL)" 13 "Gator Bowl" 0 1 1 1954 "Texas Tech" "Texas Tech University"
"L" "01-02-1956" 14 "Wyoming" 21 "Sun Bowl" 0 1 2 1956 "Texas Tech" "Texas Tech University"
"L" "12-26-1964" 0 "Georgia" 7 "Sun Bowl" 0 12 26 1964 "Texas Tech" "Texas Tech University"
"L" "12-31-1965" 21 "Georgia Tech" 31 "Gator Bowl" 0 12 31 1965 "Texas Tech" "Texas Tech University"
"L" "12-19-1970" 9 "Georgia Tech" 17 "Sun Bowl" 0 12 19 1970 "Texas Tech" "Texas Tech University"
"L" "12-30-1972" 28 "North Carolina" 32 "Sun Bowl" 0 12 30 1972 "Texas Tech" "Texas Tech University"
"W" "12-29-1973" 28 "Tennessee" 19 "Gator Bowl" 0 12 29 1973 "Texas Tech" "Texas Tech University"
"T" "12-28-1974" 6 "Vanderbilt (TN)" 6 "Peach Bowl" 0 12 28 1974 "Texas Tech" "Texas Tech University"
"L" "12-31-1976" 24 "Nebraska" 27 "Bluebonnet Bowl" 0 12 31 1976 "Texas Tech" "Texas Tech University"
"L" "12-23-1977" 17 "Florida St." 40 "Tangerine Bowl" 0 12 23 1977 "Texas Tech" "Texas Tech University"
"L" "12-20-1986" 17 "Mississippi" 20 "Independence Bowl" 0 12 20 1986 "Texas Tech" "Texas Tech University"
"W" "12-28-1989" 49 "Duke (NC)" 21 "All-American Bowl (2)" 0 12 28 1989 "Texas Tech" "Texas Tech University"
"L" "12-24-1993" 10 "Oklahoma" 41 "Sun Bowl" 0 12 24 1993 "Texas Tech" "Texas Tech University"
"L" "01-02-1995" 14 "Southern California" 55 "Cotton Bowl" 0 1 2 1995 "Texas Tech" "Texas Tech University"
"W" "12-27-1995" 55 "Air Force (CO)" 41 "Copper Bowl" 0 12 27 1995 "Texas Tech" "Texas Tech University"
"L" "12-29-1996" 0 "Iowa" 27 "Alamo Bowl" 0 12 29 1996 "Texas Tech" "Texas Tech University"
"L" "12-31-1998" 18 "Mississippi" 35 "Independence Bowl" 0 12 31 1998 "Texas Tech" "Texas Tech University"
"L" "12-27-2000" 27 "East Carolina (NC)" 40 "Galleryfurniture.com Bowl" 0 12 27 2000 "Texas Tech" "Texas Tech University"
"L" "12-29-2001" 16 "Iowa" 19 "Alamo Bowl" 0 12 29 2001 "Texas Tech" "Texas Tech University"
"W" "12-23-2002" 55 "Clemson (SC)" 15 "Tangerine Bowl" 0 12 23 2002 "Texas Tech" "Texas Tech University"
"W" "12-30-2003" 38 "Navy (MD)" 14 "Houston Bowl" 0 12 30 2003 "Texas Tech" "Texas Tech University"
"W" "12-30-2004" 45 "California" 31 "Holiday Bowl (1)" 0 12 30 2004 "Texas Tech" "Texas Tech University"
"L" "01-02-2006" 10 "Alabama" 13 "Cotton Bowl - Alabama Vacated Game" 0 1 2 2006 "Texas Tech" "Texas Tech University"
"W" "12-29-2006" 44 "Minnesota" 41 "Insight Bowl" 0 12 29 2006 "Texas Tech" "Texas Tech University"
"W" "01-01-2008" 31 "Virginia" 28 "Gator Bowl" 0 1 1 2008 "Texas Tech" "Texas Tech University"
"L" "01-02-2009" 34 "Mississippi" 47 "Cotton Bowl" 0 1 2 2009 "Texas Tech" "Texas Tech University"
"W" "01-02-2010" 41 "Michigan St." 31 "Alamo Bowl" 0 1 2 2010 "Texas Tech" "Texas Tech University"
"W" "01-01-2011" 45 "Northwestern (IL)" 38 "TicketCity Bowl" 0 1 1 2011 "Texas Tech" "Texas Tech University"
"L" "12-03-1988" 42 "Oklahoma St." 45 "Coco-Cola Classic" 1 12 3 1988 "Texas Tech" "Texas Tech University"
"L" "01-01-1937" 6 "Hardin-Simmons (TX)" 34 "Sun Bowl" 1 1 1 1937 "Texas-El Paso" "University of Texas-El Paso"
"L" "01-01-1949" 12 "West Virginia" 21 "Sun Bowl" 1 1 1 1949 "Texas-El Paso" "University of Texas-El Paso"
"W" "01-02-1950" 33 "Georgetown (DC)" 20 "Sun Bowl" 1 1 2 1950 "Texas-El Paso" "University of Texas-El Paso"
"W" "01-01-1954" 37 "Southern Mississippi" 14 "Sun Bowl" 1 1 1 1954 "Texas-El Paso" "University of Texas-El Paso"
"W" "01-01-1955" 47 "Florida St." 20 "Sun Bowl" 1 1 1 1955 "Texas-El Paso" "University of Texas-El Paso"
"L" "01-01-1957" 0 "George Washington (DC)" 13 "Sun Bowl" 1 1 1 1957 "Texas-El Paso" "University of Texas-El Paso"
"W" "12-31-1965" 13 "Texas Christian" 12 "Sun Bowl" 1 12 31 1965 "Texas-El Paso" "University of Texas-El Paso"
"W" "12-30-1967" 14 "Mississippi" 7 "Sun Bowl" 1 12 30 1967 "Texas-El Paso" "University of Texas-El Paso"
"L" "12-23-1988" 18 "Southern Mississippi" 38 "Independence Bowl" 1 12 23 1988 "Texas-El Paso" "University of Texas-El Paso"
"L" "12-28-2000" 23 "Boise St. (ID)" 38 "Humanitarian Bowl" 1 12 28 2000 "Texas-El Paso" "University of Texas-El Paso"
"L" "12-29-2004" 28 "Colorado" 33 "Houston Bowl" 1 12 29 2004 "Texas-El Paso" "University of Texas-El Paso"
"L" "12-21-2005" 13 "Toledo (OH)" 45 "GMAC Bowl" 1 12 21 2005 "Texas-El Paso" "University of Texas-El Paso"
"L" "12-18-2010" 24 "Brigham Young (UT)" 52 "New Mexico Bowl" 1 12 18 2010 "Texas-El Paso" "University of Texas-El Paso"
NA NA NA NA NA NA NA NA NA NA "Texas-San Antonio" "University of Texas at San Antonio"
"W" "12-26-1969" 56 "Davidson (NC)" 33 "Tangerine Bowl" 0 12 26 1969 "Toledo (OH)" "University of Toledo"
"W" "12-28-1970" 40 "William & Mary (VA)" 12 "Tangerine Bowl" 0 12 28 1970 "Toledo (OH)" "University of Toledo"
"W" "12-28-1971" 28 "Richmond (VA)" 3 "Tangerine Bowl" 0 12 28 1971 "Toledo (OH)" "University of Toledo"
"W" "12-19-1981" 27 "San Jose St. (CA)" 25 "California Bowl" 0 12 19 1981 "Toledo (OH)" "University of Toledo"
"L" "12-15-1984" 13 "Nevada-Las Vegas" 30 "California Bowl - Nevada-Las Vegas Forfeits? (No Record Change)" 0 12 15 1984 "Toledo (OH)" "University of Toledo"
"W" "12-14-1995" 40 "Nevada" 37 "Las Vegas Bowl" 0 12 14 1995 "Toledo (OH)" "University of Toledo"
"W" "12-29-2001" 23 "Cincinnati (OH)" 16 "Motor City Bowl" 0 12 29 2001 "Toledo (OH)" "University of Toledo"
"L" "12-26-2002" 25 "Boston College (MA)" 51 "Motor City Bowl" 0 12 26 2002 "Toledo (OH)" "University of Toledo"
"L" "12-27-2004" 10 "Connecticut" 39 "Motor City Bowl" 0 12 27 2004 "Toledo (OH)" "University of Toledo"
"W" "12-21-2005" 45 "Texas-El Paso" 13 "GMAC Bowl" 0 12 21 2005 "Toledo (OH)" "University of Toledo"
"L" "12-26-2010" 32 "Florida International" 34 "Little Caesars Pizza Bowl" 0 12 26 2010 "Toledo (OH)" "University of Toledo"
"W" "12-28-2011" 42 "Air Force (CO)" 41 "Military Bowl" 0 12 28 2011 "Toledo (OH)" "University of Toledo"
"W" "12-07-1946" 21 "Bates (ME)" 12 "Glass Bowl" 1 12 7 1946 "Toledo (OH)" "University of Toledo"
"W" "12-06-1947" 20 "New Hampshire" 14 "Glass Bowl" 1 12 6 1947 "Toledo (OH)" "University of Toledo"
"W" "12-04-1948" 27 "Oklahoma City (OK)" 14 "Glass Bowl" 1 12 4 1948 "Toledo (OH)" "University of Toledo"
"L" "12-03-1949" 13 "Cincinnati (OH)" 33 "Glass Bowl" 1 12 3 1949 "Toledo (OH)" "University of Toledo"
"L" "12-30-2004" 21 "Northern Illinois" 34 "Silicon Valley Classic" 0 12 30 2004 "Troy (AL)" "Troy University"
"W" "12-22-2006" 41 "Rice (TX)" 17 "New Orleans Bowl" 0 12 22 2006 "Troy (AL)" "Troy University"
"L" "12-21-2008" 27 "Southern Mississippi" 30 "New Orleans Bowl" 0 12 21 2008 "Troy (AL)" "Troy University"
"L" "01-06-2010" 41 "Central Michigan" 44 "GMAC Bowl" 0 1 6 2010 "Troy (AL)" "Troy University"
"W" "12-18-2010" 48 "Ohio" 21 "New Orleans Bowl" 0 12 18 2010 "Troy (AL)" "Troy University"
"L" "12-18-1948" 0 "Jacksonville St. (AL)" 19 "Paper Bowl" 1 12 18 1948 "Troy (AL)" "Troy University"
"W" "12-14-1968" 43 "Texas A&M-Kingsville" 35 "Championship Bowl - NAIA Championship Game" 1 12 14 1968 "Troy (AL)" "Troy University"
"W" "12-08-1984" 18 "North Dakota St." 17 "Palm Bowl - Division II Championship Game" 1 12 8 1984 "Troy (AL)" "Troy University"
"L" "01-01-1932" 12 "Southern California" 21 "Rose Bowl" 1 1 1 1932 "Tulane (LA)" "Tulane University"
"W" "01-01-1935" 20 "Temple (PA)" 14 "Sugar Bowl" 1 1 1 1935 "Tulane (LA)" "Tulane University"
"L" "01-01-1940" 13 "Texas A&M" 14 "Sugar Bowl" 1 1 1 1940 "Tulane (LA)" "Tulane University"
"W" "12-12-1970" 17 "Colorado" 3 "Liberty Bowl" 1 12 12 1970 "Tulane (LA)" "Tulane University"
"L" "12-29-1973" 7 "Houston (TX)" 47 "Bluebonnet Bowl" 1 12 29 1973 "Tulane (LA)" "Tulane University"
"L" "12-22-1979" 6 "Penn St." 9 "Liberty Bowl" 1 12 22 1979 "Tulane (LA)" "Tulane University"
"L" "12-27-1980" 15 "Arkansas" 34 "Hall of Fame Classic" 1 12 27 1980 "Tulane (LA)" "Tulane University"
"L" "12-19-1987" 12 "Washington" 24 "Independence Bowl" 1 12 19 1987 "Tulane (LA)" "Tulane University"
"W" "12-31-1998" 41 "Brigham Young (UT)" 27 "Liberty Bowl" 1 12 31 1998 "Tulane (LA)" "Tulane University"
"W" "12-25-2002" 36 "Hawaii" 28 "Hawaii Bowl" 1 12 25 2002 "Tulane (LA)" "Tulane University"
"W" "01-01-1942" 6 "Texas Tech" 0 "Sun Bowl" 1 1 1 1942 "Tulsa (OK)" "University of Tulsa"
"L" "01-01-1943" 7 "Tennessee" 14 "Sugar Bowl" 1 1 1 1943 "Tulsa (OK)" "University of Tulsa"
"L" "01-01-1944" 18 "Georgia Tech" 20 "Sugar Bowl" 1 1 1 1944 "Tulsa (OK)" "University of Tulsa"
"W" "01-01-1945" 26 "Georgia Tech" 12 "Orange Bowl" 1 1 1 1945 "Tulsa (OK)" "University of Tulsa"
"L" "01-01-1946" 6 "Georgia" 20 "Oil Bowl" 1 1 1 1946 "Tulsa (OK)" "University of Tulsa"
"L" "01-01-1953" 13 "Florida" 14 "Gator Bowl" 1 1 1 1953 "Tulsa (OK)" "University of Tulsa"
"W" "12-19-1964" 14 "Mississippi" 7 "Bluebonnet Bowl" 1 12 19 1964 "Tulsa (OK)" "University of Tulsa"
"L" "12-18-1965" 6 "Tennessee" 27 "Bluebonnet Bowl" 1 12 18 1965 "Tulsa (OK)" "University of Tulsa"
"L" "12-13-1976" 16 "McNeese St. (LA)" 20 "Independence Bowl" 1 12 13 1976 "Tulsa (OK)" "University of Tulsa"
"L" "12-16-1989" 24 "Oregon" 27 "Independence Bowl" 1 12 16 1989 "Tulsa (OK)" "University of Tulsa"
"W" "12-30-1991" 28 "San Diego St. (CA)" 17 "Anaheim Stadium - Freedom Bowl" 1 12 30 1991 "Tulsa (OK)" "University of Tulsa"
"L" "01-03-2004" 10 "Georgia Tech" 52 "Humanitarian Bowl" 1 1 3 2004 "Tulsa (OK)" "University of Tulsa"
"W" "12-31-2005" 31 "Fresno St. (CA)" 24 "Liberty Bowl" 1 12 31 2005 "Tulsa (OK)" "University of Tulsa"
"L" "12-23-2006" 13 "Utah" 25 "Armed Forces Bowl" 1 12 23 2006 "Tulsa (OK)" "University of Tulsa"
"W" "01-06-2008" 63 "Bowling Green (OH)" 7 "GMAC Bowl" 1 1 6 2008 "Tulsa (OK)" "University of Tulsa"
"W" "01-06-2009" 45 "Ball St. (IN)" 13 "GMAC Bowl" 1 1 6 2009 "Tulsa (OK)" "University of Tulsa"
"W" "12-24-2010" 62 "Hawaii" 35 "Hawaii Bowl" 1 12 24 2010 "Tulsa (OK)" "University of Tulsa"
"L" "12-30-2011" 21 "Brigham Young (UT)" 24 "Armed Forces Bowl" 1 12 30 2011 "Tulsa (OK)" "University of Tulsa"
"L" "01-01-1943" 0 "Georgia" 9 "Rose Bowl" 0 1 1 1943 "UCLA" "University of California: Los Angeles"
"L" "01-01-1947" 14 "Illinois" 45 "Rose Bowl" 0 1 1 1947 "UCLA" "University of California: Los Angeles"
