"Period","Rank","TotalPoints","WinPctPoints","SchedulePoints","NatChampPoints","Big4BowlPoints","Team","offName"
"1869-1910","127","462.61","350.00","112.61","0.00","0.00","Auburn (AL)","Auburn University"
"1869-1920","92","571.67","405.00","151.67","15.00","0.00","Auburn (AL)","Auburn University"
"1869-1930","49","790.46","462.46","313.00","15.00","0.00","Auburn (AL)","Auburn University"
"1869-1940","30","912.61","459.52","423.09","15.00","15.00","Auburn (AL)","Auburn University"
"1869-1950","35","959.50","424.15","505.34","15.00","15.00","Auburn (AL)","Auburn University"
"1869-1960","25","1116.71","472.22","564.49","65.00","15.00","Auburn (AL)","Auburn University"
"1869-1970","22","1251.78","537.89","623.90","65.00","25.00","Auburn (AL)","Auburn University"
"1869-1980","24","1315.99","540.23","675.76","65.00","35.00","Auburn (AL)","Auburn University"
"1869-1990","17","1524.58","620.48","759.09","65.00","80.00","Auburn (AL)","Auburn University"
"1869-2000","16","1596.27","622.45","828.82","65.00","80.00","Auburn (AL)","Auburn University"
"1869-2010","14","1756.16","633.97","897.19","115.00","110.00","Auburn (AL)","Auburn University"
"last5","6","866.12","340.91","450.21","50.00","25.00","Auburn (AL)","Auburn University"
"last10","8","922.61","356.59","476.02","50.00","40.00","Auburn (AL)","Auburn University"
"last15","9","1007.30","408.38","508.92","50.00","40.00","Auburn (AL)","Auburn University"
"last20","11","1083.76","471.80","521.96","50.00","40.00","Auburn (AL)","Auburn University"
"last25","13","1139.21","509.36","539.85","50.00","40.00","Auburn (AL)","Auburn University"
"last35","13","1257.38","517.94","604.43","50.00","85.00","Auburn (AL)","Auburn University"
"last50","15","1442.94","603.57","694.37","50.00","95.00","Auburn (AL)","Auburn University"
"last75","15","1657.00","639.42","812.58","100.00","105.00","Auburn (AL)","Auburn University"
"last100","14","1723.26","626.06","877.20","100.00","120.00","Auburn (AL)","Auburn University"
"All-Time","273","679.90","526.50","153.40","0.00","0.00","Ball St. (IN)","Ball State University"
"1926-1950","303","441.83","380.63","61.20","0.00","0.00","Ball St. (IN)","Ball State University"
"1951-1975","273","480.15","410.47","69.68","0.00","0.00","Ball St. (IN)","Ball State University"
"1976-2000","242","500.80","391.19","109.61","0.00","0.00","Ball St. (IN)","Ball State University"
"1921-1930","374","324.18","240.00","84.18","0.00","0.00","Ball St. (IN)","Ball State University"
"1931-1940","446","291.50","237.50","54.00","0.00","0.00","Ball St. (IN)","Ball State University"
"1941-1950","198","385.23","332.03","53.20","0.00","0.00","Ball St. (IN)","Ball State University"
"1951-1960","463","272.75","218.75","54.00","0.00","0.00","Ball St. (IN)","Ball State University"
"1961-1970","200","375.74","311.11","64.62","0.00","0.00","Ball St. (IN)","Ball State University"
"1971-1980","161","401.95","324.77","77.18","0.00","0.00","Ball St. (IN)","Ball State University"
"1981-1990","342","329.47","247.75","81.72","0.00","0.00","Ball St. (IN)","Ball State University"
"1991-2000","218","385.52","227.68","157.84","0.00","0.00","Ball St. (IN)","Ball State University"
"2001-2010","301","355.24","212.50","142.74","0.00","0.00","Ball St. (IN)","Ball State University"
"1869-1950","485","385.16","313.50","71.66","0.00","0.00","Ball St. (IN)","Ball State University"
"1869-1960","474","364.57","279.00","85.57","0.00","0.00","Ball St. (IN)","Ball State University"
"1869-1970","399","521.01","439.88","81.13","0.00","0.00","Ball St. (IN)","Ball State University"
"1869-1980","283","592.82","509.62","83.21","0.00","0.00","Ball St. (IN)","Ball State University"
"1869-1990","289","647.61","552.68","94.93","0.00","0.00","Ball St. (IN)","Ball State University"
"1869-2000","302","654.58","536.90","117.68","0.00","0.00","Ball St. (IN)","Ball State University"
"1869-2010","289","666.65","520.35","146.30","0.00","0.00","Ball St. (IN)","Ball State University"
"last5","265","369.65","250.00","119.65","0.00","0.00","Ball St. (IN)","Ball State University"
"last10","233","387.00","247.97","139.03","0.00","0.00","Ball St. (IN)","Ball State University"
"last15","278","422.17","270.00","152.17","0.00","0.00","Ball St. (IN)","Ball State University"
"last20","281","471.01","318.86","152.15","0.00","0.00","Ball St. (IN)","Ball State University"
"last25","235","518.73","363.48","155.25","0.00","0.00","Ball St. (IN)","Ball State University"
"last35","256","513.07","361.04","152.03","0.00","0.00","Ball St. (IN)","Ball State University"
"last50","196","638.21","480.05","158.15","0.00","0.00","Ball St. (IN)","Ball State University"
"last75","199","699.63","534.55","165.08","0.00","0.00","Ball St. (IN)","Ball State University"
"last100","252","683.92","526.50","157.41","0.00","0.00","Ball St. (IN)","Ball State University"
"All-Time","42","1344.82","506.08","783.74","0.00","55.00","Baylor (TX)","Baylor University"
"1869-1900","404","105.35","55.00","50.35","0.00","0.00","Baylor (TX)","Baylor University"
"1901-1925","121","589.48","417.45","172.02","0.00","0.00","Baylor (TX)","Baylor University"
"1926-1950","35","888.19","420.45","467.73","0.00","0.00","Baylor (TX)","Baylor University"
"1951-1975","27","974.62","342.08","597.54","0.00","35.00","Baylor (TX)","Baylor University"
"1976-2000","54","835.56","376.33","449.24","0.00","10.00","Baylor (TX)","Baylor University"
"1891-1900","410","105.35","55.00","50.35","0.00","0.00","Baylor (TX)","Baylor University"
"1901-1910","208","351.96","250.00","101.96","0.00","0.00","Baylor (TX)","Baylor University"
"1911-1920","219","361.31","269.44","91.86","0.00","0.00","Baylor (TX)","Baylor University"
"1921-1930","82","501.75","320.00","181.75","0.00","0.00","Baylor (TX)","Baylor University"
"1931-1940","27","739.54","280.30","459.24","0.00","0.00","Baylor (TX)","Baylor University"
"1941-1950","29","739.31","265.24","474.06","0.00","0.00","Baylor (TX)","Baylor University"
"1951-1960","23","816.44","288.46","502.98","0.00","25.00","Baylor (TX)","Baylor University"
"1961-1970","39","721.19","191.75","529.44","0.00","0.00","Baylor (TX)","Baylor University"
"1971-1980","22","790.12","238.84","531.28","0.00","20.00","Baylor (TX)","Baylor University"
"1981-1990","50","660.81","280.97","379.84","0.00","0.00","Baylor (TX)","Baylor University"
"1991-2000","62","584.47","199.12","385.35","0.00","0.00","Baylor (TX)","Baylor University"
"2001-2010","63","580.88","165.25","415.63","0.00","0.00","Baylor (TX)","Baylor University"
"1869-1900","404","105.35","55.00","50.35","0.00","0.00","Baylor (TX)","Baylor University"
"1869-1910","251","290.99","207.50","83.49","0.00","0.00","Baylor (TX)","Baylor University"
"1869-1920","196","370.15","270.00","100.15","0.00","0.00","Baylor (TX)","Baylor University"
"1869-1930","144","559.27","429.37","129.90","0.00","0.00","Baylor (TX)","Baylor University"
"1869-1940","81","698.84","426.97","271.87","0.00","0.00","Baylor (TX)","Baylor University"
"1869-1950","50","858.18","421.67","436.52","0.00","0.00","Baylor (TX)","Baylor University"
"1869-1960","52","956.28","451.99","479.30","0.00","25.00","Baylor (TX)","Baylor University"
"1869-1970","46","1087.47","482.88","579.59","0.00","25.00","Baylor (TX)","Baylor University"
"1869-1980","45","1158.68","475.16","638.52","0.00","45.00","Baylor (TX)","Baylor University"
"1869-1990","43","1273.48","532.31","696.17","0.00","45.00","Baylor (TX)","Baylor University"
"1869-2000","45","1291.22","517.09","729.14","0.00","45.00","Baylor (TX)","Baylor University"
"1869-2010","46","1314.49","497.30","772.18","0.00","45.00","Baylor (TX)","Baylor University"
"last5","20","748.73","312.50","426.23","0.00","10.00","Baylor (TX)","Baylor University"
"last10","40","678.15","241.80","426.35","0.00","10.00","Baylor (TX)","Baylor University"
"last15","58","685.85","237.99","437.86","0.00","10.00","Baylor (TX)","Baylor University"
"last20","53","764.15","277.02","477.13","0.00","10.00","Baylor (TX)","Baylor University"
"last25","55","805.39","319.78","475.62","0.00","10.00","Baylor (TX)","Baylor University"
"last35","55","872.25","358.42","493.83","0.00","20.00","Baylor (TX)","Baylor University"
"last50","46","1050.46","399.91","620.55","0.00","30.00","Baylor (TX)","Baylor University"
"last75","35","1277.55","477.61","744.94","0.00","55.00","Baylor (TX)","Baylor University"
"last100","37","1357.59","506.70","795.88","0.00","55.00","Baylor (TX)","Baylor University"
"All-Time","90","916.06","722.32","148.73","15.00","30.00","Boise St. (ID)","Boise State University"
"1976-2000","148","575.15","467.78","92.37","15.00","0.00","Boise St. (ID)","Boise State University"
"1971-1980","101","468.86","376.07","77.79","15.00","0.00","Boise St. (ID)","Boise State University"
"1981-1990","207","380.88","310.34","70.54","0.00","0.00","Boise St. (ID)","Boise State University"
"1991-2000","194","400.03","288.14","111.89","0.00","0.00","Boise St. (ID)","Boise State University"
"2001-2010","45","673.74","438.46","205.28","0.00","30.00","Boise St. (ID)","Boise State University"
"1869-2010","91","891.50","716.80","129.71","15.00","30.00","Boise St. (ID)","Boise State University"
"last5","44","628.60","431.82","181.79","0.00","15.00","Boise St. (ID)","Boise State University"
"last10","47","657.97","430.77","197.20","0.00","30.00","Boise St. (ID)","Boise State University"
"last15","48","724.99","510.31","184.68","0.00","30.00","Boise St. (ID)","Boise State University"
"last20","59","745.83","545.67","170.16","0.00","30.00","Boise St. (ID)","Boise State University"
"last25","66","758.10","550.48","177.62","0.00","30.00","Boise St. (ID)","Boise State University"
"last35","71","757.80","535.71","177.08","15.00","30.00","Boise St. (ID)","Boise State University"
"last50","74","869.97","650.09","174.87","15.00","30.00","Boise St. (ID)","Boise State University"
"last75","75","937.33","722.32","170.01","15.00","30.00","Boise St. (ID)","Boise State University"
"last100","80","945.09","722.32","177.77","15.00","30.00","Boise St. (ID)","Boise State University"
"All-Time","67","1164.03","577.74","521.29","15.00","50.00","Boston College (MA)","Boston College"
"1869-1900","131","372.65","280.00","92.65","0.00","0.00","Boston College (MA)","Boston College"
"1901-1925","144","572.37","400.94","171.42","0.00","0.00","Boston College (MA)","Boston College"
"1926-1950","48","822.58","500.56","272.02","15.00","35.00","Boston College (MA)","Boston College"
"1951-1975","71","700.00","452.48","247.52","0.00","0.00","Boston College (MA)","Boston College"
"1976-2000","46","871.44","382.84","473.60","0.00","15.00","Boston College (MA)","Boston College"
"1891-1900","75","448.13","254.55","193.58","0.00","0.00","Boston College (MA)","Boston College"
"1901-1910","201","354.48","95.00","259.48","0.00","0.00","Boston College (MA)","Boston College"
"1911-1920","36","658.60","292.21","366.39","0.00","0.00","Boston College (MA)","Boston College"
"1921-1930","67","539.02","357.95","181.07","0.00","0.00","Boston College (MA)","Boston College"
"1931-1940","42","647.04","364.36","242.68","15.00","25.00","Boston College (MA)","Boston College"
"1941-1950","56","587.72","285.29","292.43","0.00","10.00","Boston College (MA)","Boston College"
"1951-1960","68","514.33","296.70","217.62","0.00","0.00","Boston College (MA)","Boston College"
"1961-1970","70","531.82","296.88","234.94","0.00","0.00","Boston College (MA)","Boston College"
"1971-1980","64","592.28","277.27","315.01","0.00","0.00","Boston College (MA)","Boston College"
"1981-1990","35","715.50","258.70","441.80","0.00","15.00","Boston College (MA)","Boston College"
"1991-2000","43","694.21","260.68","433.53","0.00","0.00","Boston College (MA)","Boston College"
"2001-2010","28","732.04","341.09","390.96","0.00","0.00","Boston College (MA)","Boston College"
"1869-1900","131","372.65","280.00","92.65","0.00","0.00","Boston College (MA)","Boston College"
"1869-1910","217","324.73","187.50","137.23","0.00","0.00","Boston College (MA)","Boston College"
"1869-1920","135","470.26","247.50","222.76","0.00","0.00","Boston College (MA)","Boston College"
"1869-1930","93","651.27","421.33","229.94","0.00","0.00","Boston College (MA)","Boston College"
"1869-1940","74","722.69","454.67","228.01","15.00","25.00","Boston College (MA)","Boston College"
"1869-1950","72","751.18","449.49","251.69","15.00","35.00","Boston College (MA)","Boston College"
"1869-1960","71","803.62","478.64","274.98","15.00","35.00","Boston College (MA)","Boston College"
"1869-1970","70","888.25","537.84","300.41","15.00","35.00","Boston College (MA)","Boston College"
"1869-1980","69","927.69","532.04","345.65","15.00","35.00","Boston College (MA)","Boston College"
"1869-1990","64","1062.72","581.18","416.55","15.00","50.00","Boston College (MA)","Boston College"
"1869-2000","63","1110.84","573.94","471.90","15.00","50.00","Boston College (MA)","Boston College"
"1869-2010","65","1162.92","586.68","511.25","15.00","50.00","Boston College (MA)","Boston College"
"last5","52","597.98","222.22","375.76","0.00","0.00","Boston College (MA)","Boston College"
"last10","38","682.68","296.88","385.80","0.00","0.00","Boston College (MA)","Boston College"
"last15","34","786.80","366.32","420.48","0.00","0.00","Boston College (MA)","Boston College"
"last20","44","822.71","396.57","426.14","0.00","0.00","Boston College (MA)","Boston College"
"last25","45","859.56","413.11","446.45","0.00","0.00","Boston College (MA)","Boston College"
"last35","43","930.87","416.96","498.90","0.00","15.00","Boston College (MA)","Boston College"
"last50","55","1015.91","503.22","497.70","0.00","15.00","Boston College (MA)","Boston College"
"last75","57","1157.48","576.06","516.42","15.00","50.00","Boston College (MA)","Boston College"
"last100","61","1184.67","601.28","518.39","15.00","50.00","Boston College (MA)","Boston College"
"All-Time","151","781.53","587.40","179.13","15.00","0.00","Bowling Green (OH)","Bowling Green State University"
"1926-1950","170","526.29","453.36","72.93","0.00","0.00","Bowling Green (OH)","Bowling Green State University"
